id,eng,afr,xho,ssw,nbl,nso,ven,tso,sot,tsn,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info
dsac_pharmacy_first_edition_538,sensitiser,sensitiseerder,isensithayiza,imbangela yalokwaliwa ngumtimba,unobangela wokwaliwa mzimba,sehlolaaletši / sentshithaesa,tshivhangaaḽedzhi,xivangarinyenyanyenya,,,,microbiology,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_539,sentinel event,brandwaggebeurtenis / waarskuwingsgebeurtenis,isehlo esingalindelekanga kwezonyango,sehlakalo lesibi lebesingakalindzeleki,isehlakalo esimbi esingakalindeleki / tiragalokotsi,tiragalompeseletelwe kalafong,tshiwo vhuongeloni / tshiwo sibadela,xiendlekonkalangutelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_540,sepsis,sepsis,ububovu / isepsisi,lusulelekongati ngemabhaktheriya / kungcoliseka kwengati ngemabhaktheriya,ukubhibhidlha / ukugcwala kwetjhefu eengazini,myekgo / phero,sepisis / sepsisi,ku bola / mbvhubvuko,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_541,sinus,sinus,amarhanana / isayinasi,emafonkholo / isayinasi,amakghala / isayinasi,saenase,sainasi,baku ra moya / sayinasi,,,,anatomy,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_542,sinusitis / sinus infection,sinusitis / sinusontsteking,ukudumba kwamarhanana / ukudumba kwamathatha,kuvuvuka kwemafonkholo,ubuhlungu bamakghala,tšhatšhamelothurugo saenase,nzwimbaningoni,mangoromela / mpfimbatisayinasi / ndzhumbelatisayinasi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_543,skeletal system,skeletstelsel,isakhelo somzimba / uphahla lomzimba,luhlelomatsambo lwemtimba,irherho lephahla lamathambo,mohwapeakanyorapo mmele / sekelethone,sisiṱeme ya muangarambo / sisteme ya muangarambo,sisiteme ya nkongotlo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_544,sleep deprivation,slaapontneming / slaapdeprivasie,ukungalali ngokwaneleyo,kucwasha / kuphilelwa / kuphelelwa butfongo,ukungalali ngokwaneleko,tlhobaelo,tshayakhofhe,nkavurhongo,,,,lack of sleep,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_545,small intestine,dunderm,amathumbu amancinci,ematfunjana / ematfumbu lamancane,amathunjana / amanyaka,malana / lelana,lula,rhumbutsongo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_546,soft drug,sagte dwelm,isiyobisi esingenamandla,sidzakamiva lesingenamandla,isidakami zwa esinganamandla,seokobatšinolo / seokobatšihlokagale,tshidzidzivhadzi tsha vhuhali vhuṱuku,xidzidziharisinkamatimba / xidzidziharisinkantamu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_547,somnolence,slaperigheid / slaapsug,isigulo sokozela,kwetela,ubululungwana / umalwelwe,borokoroko / borokontši,gope / u kumedza,njhovoto,,,,sleepiness,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_548,spasm,spasma,ukudikizela kwesihlunu,inkwantju / insindze,ikwantju / ikrempe,ngangegošifa / ngangegogoba,thukhunyeo / nyamurale,nkhanyakhanyano / kirempe,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_549,spinal cord,rugmurg,umnqonqo,umfunkhulu / umhloto,umgogodlha,lerapogaremokok otlo,mutshilitshili,nkhenunkhenu / rhambu ra longo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_550,spleen,milt,udakada,lubendze,ibende,lebete,lumende,rivengo,,,,organ,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_551,sterilisation,sterilisering / sterilisasie / onvrugbaarmaking,ukuvalwa inzala,kuvala intalo / kubulala inhlanyelo / kuvala imbeleko,ukuvala imbeleko,tswalelopelego,mvalambebo / tshivalambebo / vhuvalambebo,ndlhayambeleko,,,,to make barren or infertile,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_552,sterilisation,sterilisering / sterilisasie,ukubulala iintsholongwane,kubulala emagciwane,ukubulala umulwana,polaotwatši / polaopaktheria,vhuvhulayazwitzhili,nxuvo,,,,destruction of bacteria,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_553,sternum / breastbone,sternum / borsbeen,incum / ugeme,umganga,umganga,sebeubeu / kgetlane,rambo ḽa khana,xikangana,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_554,stomach lining,maagslymvlies,inwebu yesisu,lutfwetfwesi lwesisu / ludvwadvwasi lwesisu,ithwethwesi lamathumbu,boalogodu,lukandakandane lwa thumbuni,furu ra khwiri,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_555,stomach ulcer / gastric ulcer,maagseer / gastriese ulkus,isilonda esisesiswini,silondza sasesiswini,i-alsa engemathunjini,sešomogodung,zwilondathumbuni / alsa ya thumbuni,xilondza ekhwirini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_556,stroke / apoplexy,beroerte / apopleksie,ukufa icala / isitrowukhu,kufa luhlangotsi / sifulane / sitrowukhu,ukudabuka komthambo wobuqopho / ukuvaleka komthambo wobuqopho / isthrowugu,seterouku / go hwa mphapha,u omamiraḓo / vhuomamiraḓo / tshiṱirouku / tshitrouku,xitiroku,,,noun,health,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_557,sublimation,sublimering / sublimasie,uguqukosiqina sibe ngumsi,kugucuka kwalokucinile kube ngumoya,umzombe wokutjhuguluka kweliqa,phetogokemo / sapolimeišene,sabuḽimesheni,nkaheriso,,,,transition from solid to gas,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_558,sucrose,sukrose / rietsuiker,iswekile,shukela wetitjalo,itjhukela yeentjalo,sukhurose / swikiri,sukhurousu,chukeleswimilana,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_559,supernatant / supernate,bovloeistof / supernatant,umngcwengo,umcwengo,ihleza / ihloya,hlowa / šifa,suphanethenthe,ntsuvi,,,,chemistry,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_560,suppository,setpil,ipilisi efakwa endutswini,liphilisi lelifakwa emntjazeni,ipilisi elifakwa emnyokolweni / ipilisi elifakwa emtjazeni,philisitsentšhwamogweteng / philisitsentšhwamašagong / saphosithari,philisidzheniswa nga murahu / saphositori,xidzidziharisi xo hoxiwa eka xihetamavele / xidzidziharisi xo hoxiwa eka mpfila / xidzidziharisi xo hoxiwa eka nyompfi,,,,,,,,,,,,,,,,,,nhlamba / nhlamba,,,,
dsac_pharmacy_first_edition_561,surface-active agent,oppervlakaktiewe middel / oppervlakaktiewe agens / surfaktant,isahlulilwelo / isafaktenti / isurface active agent,sihlanganisiluketjeti,isihlanganisitlelezi / isafakthenthi,setološi,tshiṱanganyi,xiolovisan'oko,,,,surfactant,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_562,surrogate mother,surrogaatma / surrogaatmoeder,ummitheli,ummitseli,umbeletheli,mmelegedi,mubebeli,muvelekeri,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_563,swab,depper,iswabhu,simunyi / iswabhu / sibutsi,iswabhu,swapo,swabu,swabu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_564,sweat gland,sweetklier,idlala lombilo,lidlala lemjuluko,idlala lomjuluko,thakakudumela,thanga ya biko,nhlaribya ya nyuku,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_565,syncope,sinkopee / floute,ukufa isiqaqa,kuculeka,ukuyatha,kidibalo,u dzidzivhala / u ṋoka,ntitivalo,,,,loss of consciousness,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_566,synthesis,sintese,isinthesisi,kwakha ngekhemikhali / kusungula ngekhemikhali,ihlanganisela yamakhemikhali,tlhamokhemikhale / sinthesisi,tsikamushonga,nkatsakatso,,,,chemistry,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_567,syphilis,sifilis,igcushuwa / isifilisi,gcunsula / lijovela,ithusula / isifilisi,thosola / saefilisi,thusula,thusula / vuva,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_568,syringe,spuit,isirinji,isirinji,isirinji,sirintši,sirinzhi,sirinji,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_569,systemic,sistemies,-tyhutyha umzimba,-kwemtimba wonkhe,-phathelene nomzimba,-amago mmele ka moka,kwamahomuvhili,-swa miri,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_570,systemic reaction,sistemiese reaksie,ukuguliswa kokwaliwa ngumzimba okutyhutyhayo,lokwaliwa ngumtimba,okwaliwa mzimba,phetogokamommele,u hana ha muvhili,ku ariwa hi miri,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_571,tachycardia,tagikardie / versnelde harttempo,ukubetha ngamandla kwentliziyo,kushayela edvute kwenhlitiyo,ukubetha msinya kwehliziyo / ukubethela phezulu kwehliziyo,kibopelobjako,mudivhithakhalulaho,ku ba ka mbilu hi rivilo,,,,rapid heart rate,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_572,talc / talcum powder,talk / talkpoeier / talkum,ithalkhi,ithalkhi,ithalkhi,thaliki,thaḽiki / thalki,thaliki,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_573,tampon,tampon / watteprop,ithemponi,ithemponi / sivimbelakuvuta / sivimbakungcola,ithemponi,themphone,themphoni,thamponi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_574,tapeworm,lintwurm,intshulube enemingqa / intshulube emcaba,incwili,icili / isoboya,nogana / sebokwana,tsela,nyokanyokanaswingwavila,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_575,terminal sterilisation,eindsterilisering / eindsterilisasie,ubulawontsholongwane kwizixhobo,kubulawa kwemagciwane esigabeni sekugcina semkhicito,ukubulala umulwana esigabeni sokugcina somkhiqizo,tshepetšotlhwekišišophetšo,vhuvhulayazwitzhilima fhedziseloni,nxuvomakumu / ndlhayomakumu wa switsongwatsongwana,,,,of materials and containers,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_576,tertiary care,tersiêre versorging / tersiêre sorg,unyango olulandela olwesibini,lunakekelomphilo lolusezingeni lelikhetsekile,itjhejo labosolwazi abaphezulu,tlhokomelotsenelelotsebi,ndondolo ya nṱhesa / dzilafho ḽa nṱhesa,vuongori bya xiyimo xa le henhla / vutshunguri bya xiyimo xa le henhla / nhlayiso wa xiyimo xa le henhla,,,,"health services provided by neurosurgeons, intensive care units, usually inpatient facilities",,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_577,testosterone,testosteroon,ithestosteroni,ihomoni yebudvodza / ithestosteroni,ihomoni yobudoda / ithestosteroni,homowunenna / thesetoseterowune,homounitshinna,homonivununa,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_578,therapeutic / therapeutical,terapeuties,-nyangayo,-laphako,-laphako,-fodišago,lafhea,-ntshungulo,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_579,throat,keel,umqala,umphimbo,umphimbo,mogolo,mukulo,nkolo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_580,thrombosis,trombose,ihlwili emithanjeni / ithrombosisi,lihlwili emtsanjeni / ithrombosisi,ihlwili elisemthanjeni,tswalelelotšhika / theromposisi,mukheṱho wa malofha / vhukheṱhamalofha / thiromborosisi,thirombosisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_581,thyme,tiemie,umnyamathi / umnyamazi / ithayimi,ithayimi,ithayimi,thaeme,thyaimi,thayimi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_582,time-release tablet,vrystellingsbeheerde tablet,ipilisi enyibilika ngokweemaleko,liphilisi lelihlala sikhatsi emtimbeni,ipilisi elisebenza kabuthaka,philisitokollakagonanya,philisitshumasielisanatse-tsetse,philisi ya nkarhi wo leha,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_583,tincture,tinktuur,ithinktsha,umutsi lone-alkhoholi,isihlahla esinesidakisi / ithinktjha,motswakohlarealekh oholo / thintšha,thiṅitsha,murhixihoko,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_584,tinnitus,tinnitus / oorsuising,isifo sokungxolelwa ziindlebe,sifo sekuva umsindvo longekho,umdumo wangendlebeni / itjhada langendlebeni,lešatatsebe / modumotsebe / thinaethase,muungo nḓevheni / thinithasi,vuvabyihuwandleveni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_585,tissue culture,weefselkultuur,ukukhuliswa kwesicwili,kukhuliswa kwemantfweshu ngaphandle / kukhuliswa kwemathishu ngaphandle,indlela yokukhuliswa kwethitjhu,kgodišothišu,khulisatsikila nga nnḓa ha muvhili,vutikuriselathixu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_586,tissue extract,weefselekstrak,okukhutshwe kwisicwili,sikhanywa semantfweshu / sikhanywa semathishu,umtshephulo wethitjhu / itsherwana yethitjhu,tšeothišu / tšeothišuphedi,kupiḓa kwa tsikila,xiendlwahithixu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_587,titration,titrasie,ithayithreyishini,kulinganisa bungako bekhemikhali,ukuqarha,kelopapetšokhemikhale / haethereišene,thaitharesheni,thayithirexini,,,,chemistry,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_588,titre / titer,titer,ithayitha,bungakombhubhudlo lobudzingekako,umphumela wokuqarha,maatlatswaki / thaetha,thaitha,thitha,,,,Great Britain,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_589,tolerance dose / maximum tolerated dose,toleransiedosis / verdraagbare dosis,umlinganiselo ophezulu ongenabungozi,silinganisomutsi lesisetulu lesingenabungoti,isilinganiso esiphezulu esijamelekako,magomotekanyosehlare,phimamushongagumofulu,mpimamurhihenhla-nkaghozi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_590,tongue-depressor,tongplankie / tongstokkie / tongafdrukker,sicinezelilwimi,sicindzetelilulwimi,isigandelelilimi,segatelelaleleme,tshindondomedza lulimi,xitshikelelaririmi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_591,tonic,tonikum / versterkmiddel / versterker,ithonikhi,sibuyisimandla / sivuselelimandla / ithonikhi,isibuyisimandla / ithonikhi,seno / thoniki,thoniki,thoniki,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_592,tonsillitis,tonsillitis / mangelontsteking,ukudumba kwamadlala omqala / iithonsi,emantjintjiwane,amatsinini,tšhatšhamelothurugokodu / tšhatšhamelothurugothaka,u zwimba ha thanga / nzwimbathanga,mpfimbaxindzin'wana / ndzhumbelaxindzin'wana,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_593,toothache,tandpyn,okuqaqamba kwezinyo,buhlungu belitinyo,ubuhlungu bezinyo,kopoino / thunyetšoino,u rema ha iṋo,mpandzatino,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_594,topical,plaaslik / topikaal,-thanjiswayo,-kwesikhumba,-kwesikhumba / -kokwezesa,- letlalong,-lukanda,-nhlonge,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_595,topical product,topikale produk,ichiza elithanjiswayo,umutsi logcotjiswako,isezeso,setšweletšwatlalo,tshiḓodzwalukanda / tshishumiswalukandani,xitotanhlonge,,,,to apply e.g. to the skin,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_596,topical route,topikale roete / plaaslike aanwending,ichiza elingena ngesikhumba,kugcotjiswa kwemutsi,ukwezeswa kwesihlahla,tshepetšohlaretlalo,vhushumisamushonga lukanda,ntotaswidzidziharisi nhlongeni,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_597,toxicity,toksisiteit,izingatyhefu,lizinga lebutsi,ubutjhefu / ubungako betjhefu,bompholo,vhukhombo / thokhozisithi / u vha khombo,mpimachefu / mpimavuxungu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_598,toxicology,toksikologie / gifleer,inzululwazi ngobutyhefu bamayeza,sifundvo ngebutsi,irhubhululo ngobutjhefu / ithokzikholoji,thuto ka tša mpholo / thotompholo,vhungudokhombo ha tshithu / thokhozikholodzhi,ntivochefu / ntivovuxungu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_599,toxin,toksien / toksine,ityhefu,butsi,itjhefu,mpholo,mulimo / tshefu,chefu / vuxungu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_600,trachea / windpipe,tragea / lugpyp,uqhoqhoqho,chochocho / bhongwane,uqhoqhoqho,kgokgokgo / tselamoya,phaiphi ya muya,kholokholo / phayiphi ya moya,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_601,trachoma,tragoom,ithrakhoma / ukukrala kwamehlo,ithrakhoma,umhlobo wobulwele bamehlo / umhlobo wesifo samehlo / ithrakhoma,thurugoihlo / therakhoma,thrakhoma,xinyeku,,,,inflammatory disease of the eye,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_602,traditional medicine,tradisionele medisyne / tradisionele geneesmiddels,iyeza lesintu,umutsi wendzabuko / umutsi wesintfu,umtjhoga / isihlahla sesintu,sehlare sa setšo,dzilafho ḽa sialala / dzilafho ḽa mvelo,murhixintu / murhindhavuko,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_603,tranquilliser / tranquillizer,kalmeermiddel / susmiddel,iyeza lokuzolisa / iyeza lokuthomalalisa,sidzambisimisipha,isidambisi,thrankhwilaesa / therankhwilaesa,mushonganzikisi,xirhurisi / ximbuweteri,,,,Great Britain,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_604,transdermal route,transdermale roete / transdermale aanwending,iyeza elinqumla esikhumbeni,umutsi longeniswa ngesikhumba,indlela yokufaka emzimbeni ngesikhumba,tshepetšogaretlalo,kudzheniselwe kwa mushonga lukandani,nghenisamurhi-hi-lenhlongeni,,,,applied to the skin,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_605,trauma,trauma / trouma,ukungxwelerheka / ithroma,kulimala emoyeni nasemtimbeni,ukulimala kumbi emmoyeni namkha emzimbeni / ithroma,theroma,u vhaisala muyani / u vhaisala ṋamani,mbavisekamoya / mbavisekamiri,,,,physical or emotional shock,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_606,trimester,trimester,unyangangantathu wokukhulelwa / itrayimesta,sigaba sinye kuletintsatfu tekukhulelwa,ikota yokuba sidisi / ithrayimesta,kgweditharong,tshifhinga tsha miṅwedzi miraru tsha vhuimana,xiphemunharhu vuyimanini,,,,obstetrics,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_607,troche,suigtabletjie / suigpilletjie,ipilisi emuncwayo / ithrorhu,liphilisi lelimunywako,ipilisi elimunywako,pilisimonwa / therotšhe,throtshe,philisimunyungeriwa,,,,small tablet,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_608,tumour,tumor / gewas,ityhuma,simila / lifa / liguludla,ilifa / itjhuma,sekutu / tšhuma,khentsa / pfuko / ṱhahala / thyuma,nkukumukaxitshumba,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_609,turmeric / curcuma,borrie,ityhumerikhi,ithumeirkhi,itjhumerikhi,tšhumeriki,thumeriki,xinyunyetwa / chumeriki,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_610,type 1 diabetes,tipe 1-diabetes,isifo seswekile sohlobo 1,sifo sashukela seluhlobo 1 / sifo sashukela lesijovelwako kuphela / sifo sashukela lotalwa naso,idayibhethisi yomhlobo woku-1 / itjhukela yomhlobo woku-1,bolwetšiswikiri 1,daibethisi ya lushaka 1,vuvabyi bya chukela bya muxaka wa 1,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_611,type 2 diabetes,tipe 2-diabetes,isifo seswekile sohlobo 2,sifo sashukela seluhlobo 2 / sifo sashukela semjovo nobe emaphilisi,idayibhethisi yomhlobo wesi-2 / itjhukela yomhlobo wesi-2,bolwetšiswikiri 2,daibethisi ya lushaka 2,vuvabyi bya chukela bya muxaka wa 2,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_612,ultrasound,ultraklank,upopolosisu ngemitha / ialtrasawundi,i-althrasawundi,indlela yokubona ingaphakathi lomuntu / i-althrasawundi,phekolomodumo / aletherasaonte,aḽiṱirasaundu / altrasaundu,ndlela yo vona endzeni ka miri / alitirasawundi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_613,unit dose / single dose,eenheidsdosering,umlinganiselo omnye opheleleyo,silinganisomutsi lesihamba ngasinye / umtsamomutsi lohamba ngamunye,isilinganiso esisetjenziswa kanye / isilinganiso sinye,tekanyosehlaretšhomišotee / sehlaretšhomišo gatee,phimamushonganthihi,mpimamurhikan'we,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_614,urea,ureum / karbamied / karbamide,iyuriya,iyuriya,iyuriya,yuriya,yuria,yuriya,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_615,uric acid,uriensuur / urinesuur,iyurikhi asidi,i-esidi yeyuriki,i-esidi yeyurikhi,esiti ya yuriya,dungi ya yurike / yurikiesidi,yurikiasidi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_616,urinary system,urienstelsel / urinestelsel,inkqubomzimba yokuchama,luhlelokushobinga / luhlelokuchama / luhlelokugcabhaza,irherho lomhlambuluko,mokgwapeakanyomohlapologo / mokgwapakanyomoroto,sisiṱeme ya murundo / sisteme ya murundo / sisiṱeme ya mushisho / sisteme ya mushisho,sisiteme ya mitsakamiso / sisiteme ya murhundzu / sisiteme ya mixixito,,,,,,,,,,,,,,,,,,nhlamba / nhlamba,,,,
dsac_pharmacy_first_edition_617,urticaria / hives,galbulte / urtikaria / netelroos / urtikarie,izigxala nokudumba / iethikheriya,emadzengedla / sifokucubuka,inghwayinghwayi,menyabidi / yuthikhariya,munyavhili,manyavila,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_618,vaccination,vaksinering / vaksinasie / inenting,ukugonya,kugoma,ukugoma / uku-enda,kento / moento,muhaelo / nzivhela,nsawutiso,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_619,vaporiser / vaporizer / vapouriser,verdamper,isenzimphunga,sihwamukisi,isirhwamukisi,semoyafatši,tshiḓimuli / tshidimudzi,xiphomisi,,,,Great Britain,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_620,vein,aar / vena,unobuyisagazi,umtsambo lobuyisako,umthambo obuyisako,tšhikaseišamadipelong / tšhikasetšeamadimmeleng,lutsinga,nsihangatithyaka,,,,anatomy,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_621,ventricle,ventrikel / hartkamer,iventrikli / igunjana elikumzantsintliziyo,ligumbinhlitiyo lelingentasi,igumbi lehliziyo elingenzasi / iventhrikhili,lešobapelo / venthirikhele,lufhera lwa venthrikiḽi / lufhera lwa venṱhirikiḽi / lufhera lwa mbilu,vhentirikili,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_622,viral,virus / viraal,-eevayirasi,-phatselene nemavayirasi / -phatselene nemagciwane,-phathelene nomulwana,-amegago le kokwananatlhoko,vhangwa nga vairasi / mbangwa nga vairasi,-swa xitsongwatsongwana,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_623,virucide / viricide,virusdoder / virisied / viriside,isibulalavayirasi,sibulalimavayirasi / sibulalimagciwane,isibulalimulwana,sebolayakokwanatlhoko,tshivhulahavairasi / tshivhulayavairasi,xidlayaswitsongwa-tsongwana,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_624,viscosity,viskositeit / vloeibaarheid,ukujiya / ubunqumbululu,kwetiya,ukujiya,kgahlo / themo,vhugwindi / vhubyindi,-vuhalaki,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_625,vitiligo,vitiligo,ivitiligo / umjanyane,ivithiligo / sifo sekugucuka kwembala wesikhumba,ivithiligo,bolwetšiphetošam malatlalo / vithiliko,tshendukalukanda / tshandukalukanda / vithiḽigo,mapele,,,,white spots on skin,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_626,wart,vrat / vratjie,intsumpa,insumphe,iwathi,tlhokofele / tšhupe,phopho,nhlungu,,,,hard rough lump growing on hands or feet,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_627,wet granulation,nat granulering / nat granulasie,uhlalutyisomgubo ngokumanzisa,kwenta lokusatinhlavu ngekusebentisa emanti,ukubumba iinthoro ngetlelezi,thorofatšoseela,tshiluḓitsikadzhoro / tshiluḓitshisikamadzhoro / tshiluḓitsikathoro / tshiluḓitshisikathoro,ndzhohohataswihalaki / njhorhohataswihalaki,,,,of powders,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_628,wheezing,asemfluit / asemfluiting,ukutswina kwesifuba,kunswininita kwesifuba,ukutswitswiza,tswinyofahla,u swiswiṱa,ndzilaxifuva,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_629,whooping cough / hooping cough,kinkhoes / pertussis,unkonkonko,ikenkusi / lukhwehlekhwehle,umkhohlokhohlo / ikenkusi,lethakgo / kotokoto,tshikwaikwai,nkinkosi / xikwayikwayi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_630,withdrawal symptom,onttrekkingsimptoom,ukuguliswa kukuyeka iziyobisi / ukuguliswa kukuyeka unyango,inkhomba yekuyekela kuhuceka,isitjengisi sokuliswa kokukhobongako / itshwayo elitjengisa ukulisa okugqilazako,sekatlogelookobatši,tsumbadwadzendits hazwidzidzivhadzi,xikombantshikaswidzidziharisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_631,yellow fever,geelkoors,ulubhelushe / ifiva yecesina / iyellow fever,iyelofiva,iyelofiva,letadimodipa,dalindulu,darinyongwa,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_632,zinc / Zn,sink,izinki esisakhamzimba,izinki,izinki,zinki,zinki,zinki / Zn,,,,trace element,,,,,,,,,,,,,,,,,,
