id,eng,afr,nbl,xho,zul,nso,sot,tsn,ssw,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
statssa_multilingual_statistical_terminology_719,Current assets,Bedryfsbates,Amafa wanje / wesikhatjhana,Izinto onazo,Izimpahla zangaleso sikhathi,Dithoto ta bjale,Matlotlo a jwale,Dithoto tse di sutisegang,Timphahla tanyalo,Thundu dza zwino,Rifuwo ra sweswi,Private Sector / category: Private Sector,"definition: Assets including debtors, cash, other financial shares and closing values of inventories, likely to be converted to cash, or consumed within a year.",Private Sektor,,,,ihlelo labucala,,umkhakha ozimele,,,,lekala la poraevete,,,,,,Sekhithara dza Phuraivethe,,xiyenge xa phurayivhete,
statssa_multilingual_statistical_terminology_720,Current liability,Bedryfslas,Isikwelede sanje/ sesikhatjhana,Amatyala akhoyo,Izikweletu zangaleso sikhathi,Tobo ya bjale,Sekoloto sa jwale,Disuga tsa gajaana,Sikwelede sanyalo,Mulandu wa zwino,Xikweleti xa sweswi,category: Private Sector,"definition: A liability is a present obligation of the entity arising from past events, the settlement of which is expected to result in an outflow from the entity of resources embodying economic benefits.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_721,Dividends,Dividende,Izabelo; izahlukaniselo,Izabelo,Izabelo,Diabe,Phaello,Dikarolelo,Tabelo,Mbadelamikovhe,Swiave,category: Private Sector,definition: Distributions of profits to holders of equity investments in propotion to their holdings of a particular class of capital.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_722,Enterprise,Onderneming,Irhwebo,Ushishino,Ibhizinisi; inkampani,Kgwebokgolo,Kgwebokgolo,Kgwebo,Ibhizinisi,Mbalombalo /bindu,Bindzunyingi,private sector statistics / category: Private Sector,definition: A legal unit or a combination of legal units that includes and directly controls all functions necessary to carry out its activities.,Privaatsektorstatistieke,,,,iiNkcukacha-manani zeHlelo laBucala,,umkhakha wezibalo ozimele,,,,dipalopalo tsa lekala la poraevete,,,,telubalo lwemkhakha lotimele,,zwitatistika zwa sekhithara ya phuraivethe,,tinhlayohlayo ta xiyenge xa phurayivhete,
statssa_multilingual_statistical_terminology_723,Fixed assets,Vaste bates,Amafa anzinzileko / wesikhathi eside,Iimpahla ezisigxina,Izimpahla ezizinzileyo,Dithoto ta pakatelele,Matlotlo a tsepameng,Dithototlhokatshutiso,Timphahla letinganyakatiseki,Thundu dza tshifhingatetshelwa,Rifuwo ra nkarhi wo leha,category: Private Sector,"definition: Assets other than current assets, such as land, buildings, machinery and equipment. Typically, fixed assets are valued at the market price at the end of the financial year. See current assets, intangible assets, and non-current assets.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_724,Intangible assets,Ontasbare bates,Amafa angathintekiko/angaphathekiko,Iimpahla ezingaphathekiyo,Izimpahla ezingaphatheki,Dithoto ta go se kgwathwe/ kgomiwe,Matlotlo a sa tshwareheng,Dithoto tse di sa tshwaregeng,Timphahla letingaphatseki,Thundu dza ndemekhumbulelwa,Rifuwoxianakanyiwa,category: Private Sector,definition: Identifiable non-monetary asset without physical substance.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_725,Non-current assets,Niebedryfsbates,Amafa anzinzileko / wesikhathi eside,Izinto ezisisigxina,Izimpahla ezinganqunyelwe sikhathi,Dithoto ta pakatelele,Matlotlo ao eseng a jwale,Dithoto tse di sa sutisegeng,Timphahla letingasito tanyalo,Thundu dza tshifhingatetshelwa,Rifuwo ra nkarhi wo leha,category: Private Sector,"definition: See fixed assets, and intangible assets.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_726,Inventories,Voorraad,Isitoko sebhizinisi,Uluhlu lwempahla,Uhlu lwempahla/ isitokwe,Mananeo a dithoto,Manane a thepa,Mananeothoto,Sitoko lesingekhatsi,Tshioko,Nongonoko wa nhundzu,category: Private Sector,"definition: Stocks and work in progress, including: Outputs that are still held by the enterprise that produced them prior to their being further processed, sold, delivered to other units or used in other ways; Products acquired from other enterprises that are intended to be used for intermediate consumption or for resale without further processing (factored goods); Goods in the process of manufacturing or work that has been partially done, but which has not yet been completed at the end of the reference period; Other: Raw materials components for processing, packing materials, fuel, consumable and maintenance stores, own manufactures and factored goods that have not been sold at the end of the reference period.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_727,Net profit or loss,Netto wins of verlies,Inzuzo eseleko namkha ilahleko,Ingeniso okanye ilahleko,Inzuzo noma ukulahlekelwa emva kwezindleko,Maaledi a poelo goba tobo,Phaello ya sebele kapa tahlehelo,Poelotota kgotsa tatlhegelotota,Insalelasamba yenzuzo nobe yekulahlekelwa,Mbuelotsalela kana ndozwo,Mbhindzuloxiheri kumbe ndzahlekelo,category: Private Sector,"definition: The difference between total income and total expenditure before providing for drawings by proprietors or partners, company or dividends.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_728,Net profit or loss after tax,Netto wins of verlies n belasting,Inzuzo eseleko namkha ilahleko ngemva komthelo,Ingeniso okanye ilahleko emva kwerhafu,Inzuzo noma ukulahlekelwa sekukhokhwe intela,Maaledi a poelo goba tobo ka morago ga mothelo,Phaello ya sebele kapa tahlehelo ka mora lekgetho,Poelotota kgotsa tatlhegelotota morago ga lekgetho,Insalelasamba yenzuzo nobe yekulahlekelwa emuva kwentsela,Mbuelotsalela kana ndozwo thevhelalutho /- muthelo,Mbhidzuloxiheri kumbe ndzahlekelo endzhaku ka xibalo,category: Private Sector,definition: Net profit or loss less company tax paid or provided for during the reference period.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_729,Purchases,Aankope,Okuthengiweko,Okuthengwayo,Okuthengiwe,Direkwa,Direkilweng,Ditheko,Lokutsengiwe,Zwirengwa,Swixaviwa,category: Private Sector,"definition: Tangible items purchased by an entity primarily with the intention of selling them to customers. Note: Purchases include: Raw materials, components used in production; Fuels for off-road vehicles; Spare parts and building materials; Purchases and transfers-in of factored goods, intermediate products and partially completed goods from related enterprises.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_730,Regional service levy,Streeksdiensteheffing,Umthelo wokusebenza wesigodi,Intlawulo yenkonzo ngokwengingqi,Intela yezinsizakalo zesifunda,Lekgethotirelo la selete,Lekgetho la ditshebeletso tsa lebatowa,Lekgetho la ditirelokgaolo,Umtselo wetinsita tesifundza,Tshumeloyapo with tshumelo ya dzingu,Xibalo xa vukorhokeri bya rhijini,category: Private Sector,"definition: Payroll tax paid by registered levy payers on the total remuneration of their employees, in terms of the Local Government Transition Act (LGTA) of 1993.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_731,Security services,Sekuriteitsdienste,Imisebenzi yokwelusa/yokugada,Iinkonzo zokhuseleko,Imisebenzi yokuqapha,Ditirelo ta thireleto/ ditirelothireleto,Ditshebeletso tsa tshireletso,Ditirelotshireletso,Tinsita tekuvikela,Tshumelo dza tsireledzo,Vukorhokeri bya vuhlayiseki,category: Private Sector,definition: Services undertaken to protect an entitys assets. Note: Security services includes: Fees paid to contracted security companies; Electronic security systems such as alarms and surveillance cameras; IT security systems.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_732,Tax and company tax brought into account,Belasting en maatskappybelasting in berekening geneem,Umthelo nomthelo wekhamphani otjhejiweko,Irhafu kunye nerhafu yenkampani eqwalaselwayo,Intela nentela yezinkampani esemabhukwini,Mothelo le mothelo wa khamphane wa go tliwa ka gare ga akhaonte,Lekgetho le lekgetho la khamphani le etsweng hloko,Lekgetho le lekgetho la ditlamo le le tsentsweng mo tshupatlotlong,Intsela nentsela yenkapani lefakwa ku-akhawunti,Lutho/muthelo na lutho/muthelo wa tshiimiswa /khamphani nga vhuifhinduleli,Xibalo na xibalo xa khamphani leswi nghenisiweke eka nkota,category: Private Sector,"definition: Taxes on incomes, profits and capital gains, excluding value added tax (VAT). They are assessed on the actual or presumed incomes of enterprises or other units and exclude the employees taxes and compulsory loan levies.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_733,Turnover,Omset,Ingeniso epheleleko,Ingeniso,Isamba semali engenile,Dipoelokakareto,Kuno,Lotsenolotlhe/thekelo,Imali lengenile,Mbuelo,Mbuyelo,financial statistics / category: Private Sector,"definition: The total value of sales in a business during the reference period, including: The value of sales; Amounts received for work done; amounts received for services rendered; rent and lease payments received for land and buildings, and other equipment; and excluding value-added tax (VAT); net profit or loss on sales or reevaluation of fixed assets (including profit or loss or foreign exchange); export freight charges; interest received; and excise duty.",Finansile Statistieke,,,,iiNkcukacha-manani zezeMali,,izibalo zezezimali,,,,dipalopalo tsa ditjhelete,,,,lubalo lwetetimali,,mbalombalo/zwitatistika zwa masheleni/ tshelede,,tinhlayohlayo ta swa mali,
statssa_multilingual_statistical_terminology_734,"Book value of property, plant and equipment and intangible assets","Boekwaarde van eiendom, aanleg en toerusting, en ontasbare bates",Ubungako benani lepahla ngokweencwadi,"ixabiso lepropati ngokwencwadi yoqingqo-maxabiso, iplanti, nezinto zexabiso ezingaphathekiyo",Isilinganisomali sempahla,"Boleng bja bjale bja thoto, polante, didiriwa le dithoto ta go se swarege",Boleng ba thepa ho ya ka buka/mebaraka,"Tlhotlhwakemo ya thoto, bobeelo, didiriswa le disaangweng","Linanimphahla letakhiwo, imishini, tintfomsebenti nemphahla lengaphatseki",Mutengo wa tshifhinga tshenetsho,"Nxavo wa nhundzu ku ya hi makete, ndhawu, switirhisiwa na nhundzu ya swianakanyiwa",category: Public Finance,"definition: The value of a property at a specific time after deducting depreciation from the original cost.
Inclusions:
 Land
 Residential and non-residential buildings
 Construction works, roads and parking areas
 Computers and other information technology equipment
 Motor vehicles and other transport equipment
 Plant, machinery and other equipment
 Intangible assets and non-produced assets",,,,,,,,,,,,,,,,,"wa thundu kana ndaka, imaga, tshomedzo, na thundu dza ndemekhumbulelwa",,,
statssa_multilingual_statistical_terminology_735,Capital,Kapitaal,Imali yokuraga ibhizinisi / Ikhephithali,inkunzi,Izinsizakuqhuba ibhizinisi,Khepetlele,Khepitlele / Khaphithale / Khapitale,Letlotlo / Khapetlele,Linanimcebo lemuntfu / Lizinga lemcebo wemuntfu,Lupfumo / Ndaka,Rifuwo,category: Public Finance,definition: Value of wealth in the form of money or property owned by a person or business and human resources of economic value.,,,,,,,,,,,,,,,,,"zwi katela tshelede, zwifhao na mabindu",,,
statssa_multilingual_statistical_terminology_736,Capital expenditure on new construction works,Kapitaalbesteding aan nuwe konstruksiewerk,Iindleko zemisebenzi emitjha yokwakha,inkcitho yeentengo ezinkulu kwimisebenzi yolwakhiwo emitsha,Izindleko zokuqala umsebenzi omusha,Ditshenyegelo ta khepetlele go meomo ye meswa ya kago,Ditjeo tsa khepitlele / khaphithale / Khapitale mesebetsing e metjha ya kaho,Tshenyegeloletlotlo la ditiro tsa dikagonthwa,Incitfomali yetakhiwo letinsha,Mbadelo ya tshelede kha mushumo muswa wa u fhaa,Matirhisele ya mali eka mitirho yintshwa ya xikontiraka,category: Public Finance,"definition: Capital expenditure on new construction is regarded as capital expenditure on new assets as well as capital expenditure on existing assets which leads to improvements of assets.
New construction works consist of:
 Fees payable to architects, engineers and other professional firms
 Renovations of existing constructions
 Expenditure on works under construction
 Expenditure on improvements",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_737,Capitalisation reserve,Kapitalisasiereserwe,Imali yebhizinisi ebulungiweko / Ebekelwe ngeqadi / Ikhephithali ebulungiweko,utyalo-mali lwemali eyimfihlo,Imali esele,Risefe ya go aga khepetlele,Resefe ya kaho ya letlotlo,Peelotlotlo / Tshalelotlotlo,Silulumafa,Mbetshelo ya lupfumo / tshelede,Mali leyi hlayisiweke,category: Public Finance,"definition: On the implementation of GAMAP / GRAP, the balance on certain funds, created in terms of the various Provincial Ordinances applicable at the time, that had historically been utilised for the acquisition of items of property, plant and equipment, have been transferred to a capitalisation reserve instead of the accumulated surplus / deficit in terms of a directive (budget circular) issued by National Treasury.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_738,Capital replacement reserve,Kapitaalvervangingsreserwe,Imali yebhizinisi yokujamiselela ebulungiweko / Ebekelwe ngeqadi / Ikhephithali ebulungiweko yokujamiselela,imali ebekelwe bucala ukuze isetyenziselwe ukutshintsha i-asethi,Ukuphindiselwa kwemali ebisele,Risefekemalegato ya letlotlo,Resefe ya khepitlele / Khaphithale / Khapitale ya peho sebakeng sa ho hong,Tshalelokemisetsotlotlo / Peelokemisetsotlotlo,Imali lebekelwe kuvala incitfomali,Mbetshelo ya u vhuyedzedza lupfumo/tshelede,Mali leyihlayisiweke ku pfuneta switirhwana swa nkoka,category: Public Finance,"definition: In order to finance the provision of infrastructure and other items of property, plant and equipment from internal sources, amounts are transferred from the accumulated surplus / deficit to the CRR in terms of a council resolution. The cash in the designated CRR bank account can only be utilised to finance items of property, plant and equipment. The CRR is reduced and the accumulated surplus / deficit is credited by a corresponding amount when the amounts in the CRR are utilised. The amount transferred to the CRR is based on the municipalitys need to finance future capital projects included in the Integrated Development Plan.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_739,"Carrying value of property, plant and equipment and intangible assets","Drawaarde van eiendom / Aanleg en toerusting, en ontasbare bates",Ubungako benani lepahla obudluliswako,"ixabiso lepropati, iplanti nezixhobo nee-asethi ezingaphathekiyo",Isilinganisomali sempahla,"Boleng bja bjale bja thoto, polante, didiriwa le dithoto ta go se swarege","Boleng ba jwale ba thepa, polante le disebediswa tse sa tshwareheng","Tlhotlhwaphetisothoto, bobeelo, didiriswa le disaangweng","lizingamali ngemva kweluhlolo lwetakhiwo, imishini, tintfomsebenti kanye netimphahla letingasebenti",Mutengo wa tshifhinga tshenetsho,"Nxavo wa nhundzu ku ya hi makete, ndhawu, switirhisiwa na nhundzuswianakanyiwa",category: Public Finance,"definition: The value of assets at a specific time after deducting depreciation and adjustments from the original cost.
Inclusions:
 Land
 Residential and non-residential buildings
 Network equipment, construction works, roads and parking areas
 Computers and other information technology equipment
 Motor vehicles and other transport equipment
 Intangible assets and non-produced assets; and other assets",,,,,,,,,,,,,,,,,"wa ndaka, imaga na tshomedzo, na ndaka kana thundu dza ndemekhumbulelwa",,,
statssa_multilingual_statistical_terminology_740,Community assets,Gemeenskapbate,Ipahla yomphakathi,ii-asethi zoluntu,Izimpahla zomphakathi,Dithoto ta sethaba,Thepa ya setjhaba,Dithoto tsa sethaba,Imphahla / Timphahlaye / Temmango ye / Temphakatsi,Ndaka ya vhadzulapo / Ndaka ya tshitshavha,Switirhisiwa swa muganga / Switirhisiwa swa vaakandzhawu,category: Public Finance,definition: Assets that are placed within reasonable distance of a specific community and are intended to be the service point for responding to the various socio-economic needs of such a community.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_741,Consolidated statement of financial position,Gekonsolideerde staat van finansile posisie,Isitatimende esihlanganisiweko sobujamo bezeemali,ingxelo ehlanganisiweyo yezemali,Isitatimende sesimomali esihlanganisiwe,Setatamente se se kopantwego sa seemo sa dithelete,Pehelo e bokelletsweng / Pharalletseng ya boemo ba tjhelete,Kanegothulaganyo ya maemo a matlole,Sitatimende lesihlanganisiwe sesimo setetimali,Tshitatamennde tsho anganyiswaho tsha nyimele ya tshelede,Xitatimende lexi hlanganisiweke xa xiyimo xa swa timali,category: Public Finance,"definition: The aggregate financial position of an institution at a specific point in time, usually at the end of the reporting period.
Note: This statement covers all assets, net assets and liabilities at the end of the financial year.",,,,,,,,,,,,,,,,,,,,
