id,eng,sot,nso,ssw,ven,nbl,xho,zul,tsn,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
unisa_multilingual_linguistic_terminology_664,wh-questions,,,Umbuto lona Wh-,,,,,dipotso tsa mabotsi,,,,,,,,"Lilunga lelisetjentiswa kwakha  umbuto lodzinga  imphendvulo lesho kutsi yini? ,nini?, kuph?i njll   Ivamisa isebenta eSingisini.",Ngitawuphendvula umbuto lodzinga sizatfu.,.,,,,,,,,dipotso tsa mabotsi di simolola ka lefoko le le botsang mme le tlhagisa phetogo ya lediri la sediri e e nang le segalo sa kwelogodimo le kwelotlase se se tshwanang le dipolelwana tsa pego mme di batla tshedimosetso e e rileng go nna karabo,"potso e, 'ke bokae dinamune tse? 'ke potso ya lebotsi",,
unisa_multilingual_linguistic_terminology_665,adjective,,,siphawulo,,,,,,rihlawuri,,,,,,,ligama leliphawula kabanti ngasobito.,siphawulo siyasita nawufunakwakha sitfombe ngalokuchazako. / sichasiso,,,,,,,,,,,i rito leri bumabumelaka riviti kumbe risivi hi ku komba vukulu kumbe nkoka wa rona,"misinya ya rihlawuri hi leyi: -kulu, -kulukumba, -tsongo, -tsanana, -mbisi, -mbe, -nene, -ntshwa, -n'wana, -n'wanyana, -nyingi van'wana va katsa na rihlayi (xk: -n'we, -mbirhi) ehansi ka rihlawuri"
unisa_multilingual_linguistic_terminology_666,airstream mechanism,,,umgudvu wemoya lovakalisa livi,,umrhoba wommoya,,umgudu womoya,,makhulukelo ya moya,,,,,,,umgudvu wemoya  losita ekuphimiseni emagama,wonkhe umuntfu usebentisa umgudvu wemoya kuphimisa umsindvo,,,indlela ummoya ophuma ngayo lokha nawusuka emaphatjhini nakuphinyiswa amatjhada.,"Kilomutjho, Ugogo ubiza uNomvula. U-u wesenzo ubiza usivumelwano sehloko wakha ubudlelwana nehloko ugogo.",,,indlela umoya uphuma ngayo uma usuka emaphashini ekuphinyisweni kwemisindo yenkulumo,umgudu womoya usetshenziswa ekuphinyisweni kwemisindo,,,""" endlelo ra matwariselo ya mipfumawulo ya marito laha moya wu sindzisiwaka ku huma emahahwini (pulmonic airstream mechanism), wu hundza eka ximpya xa rito (glottalic airstream mechanism), kumbe eka lakalaka (velaric airstream mechanism), mipfumawulo yinyingi ya Xitsonga yi vumbiwa hi moya wo huma emahahwini swibulukelandzeni na swibulukelahandle swi vumbiwa hi moya wo huma eka ximpya xa rito kasi swintlokori swona swi vumbiwa hi moya wo huma eka lakalaka","makhulukelo ya moya ya nga va lama endlaka leswaku moya wu huma hi baku ra tinhompfu kumbe hi baku ra nomu / loko ku vumbiwa switatisi swa xinhompfu, nkhuluko wa moya wu huma hi baku ra tinhompfu"
unisa_multilingual_linguistic_terminology_667,allophone,,,i-alofoni,,i-alofowuni,isibizo ekubhekiselelwa kuso ngesimeli,i-alofoni,,mpfumawulovizweni,,,,,,,ingcenye yefonimi lengenawo umtselela kunshokutsi yeligama,kululakubona i-alofoni egameni,,,Ngomunye umhlobo ohlukileko wefonimi eyodwa,"Ezinye iinthomo zamabizo zinama-alomofu ahlukileko njengo- aba-, abe-, no-abo-",isibizo ekubhekiselelwa kuso ngegama elisisimeli,isibizo ekubhekiselelwe kuso ngesimeli siyakwazi ukuba sisanduleli,imisindo eyehlukanisa imiqondo egameni,u-a no-u ngama-alofoni emagameni athi -vala no-vula,,,i mpfumawulo lowu fanaka na wun'wana kambe yi hambana hi swihlawulekisi swin'wana swa xivumbeko,"xitwari xa le ndzhaku xo pfaleka [o] i mpfumawulovizweni wa xitwari xa le ndzhaku xo pfuleka [ᴐ] / mpfumawulovizweni wa [o] wu kumela eka peletwana leri landzeriwaka hi leri ri nga na xitwari xa le henhla xa [i] kumbe xa [u] kasi mpfumawulo wa [ᴐ] wona wu kumeka laha peletwana leri landzelaka ri nga na xitwari xa le hansi xa [a] na switwari swa le xikarhihansi swa [ᴐ] na [ɛ], xk: homa - homu"
unisa_multilingual_linguistic_terminology_668,alveolar sound,,,umsindvo longunsinini,,usinini,isichasi,unsinini,,mpfumawulo wa alivhiyola,,,,,,,umsindvo lotsi nawuphinyiswa kutsintseke tinsini,labanye bogogo nabomkhulu bayehluleka kubita umsindvo longunsinini,,,Abosinini matjhada aphinyiswa ngokobana isithebe selimu sithinte iinsini ngemlonyeni,"Isithomo samabizo wesigaba 15 sinama-alofoni alandelako, u-uku-, uk-, no-ukw-","izibini zamagama apho amalungu esibini eneentsingiselo ezichaseneyo (Louwrens, 1994: 11)",isichasi ligama elinentsingiselo echase elinye kwisibini samagama,umsindo ophinyiswa lapho ichopho lolimi lithinta izinsini,unsinini wumsindo ophimiseka kalula,,,i mpfumawulo lowu loko wu twarisiwa yinhla ya ririmi yi khumbaka ndhawu ya matwariselo enon'wini leyi vuriwaka alivhiyola,mpfumawulo wa alivhiyola wa [t] i xitatisi lexi twarisiwaka eka alivhiyola
unisa_multilingual_linguistic_terminology_669,anaphor,,,i-anafora nobe sandvulelo,,,,,,xikombandzhaku,,,,,,,indlela yelulwimi lebonisa kutsi sikhulumi  singabuyela sitsatsisele egameni lesike salisebentisa ekucaleni,bafundzi sebakwetayele kusebentisa sandvulelo kumateksthi,,,,,,,,,,,i rito kumbe xivulwahava lexi yimelaka rin'wana rito leri se ri vuriweke exivulweni,"xikombandzhaku xi tala ku va risivi ra riviti leri se ri tirhisiweke exivulweni / xk: timbyana leti ti tirha ku hlota swihari. tona ti dya nyama ntsena. hinkwato i ta Muhehi. eka swivulwa leswi marito hinkwawo lama dzwihatiweke i swikombandzhaku leswi yimelaka rito ""timbyana""."
unisa_multilingual_linguistic_terminology_670,apico-alveolar,,,bongwacansinini,,,,,,ririmivhiyola,,,,,,,umsindvo lokhishwa ngekuvimbeka kwemoya ngekusebentisa sicongo selulwimi lesitsintsa lwanga,lomsindvo longungwacansinini sitawuphimisa ngendlela lefanele,,,,,,,,,,,"""i mpfumawulo wa xitatisi lowu twarisiwaka loko yinhla ya ririmi yi khumba alivhiyola
""",xitatisi xa [d] i xitatisi xa ririmivhiyola
unisa_multilingual_linguistic_terminology_671,apico-dental,,,ndzebetinyo,,,,,,ririmimeno,,,,,,,ngungwaca  lophinyiswa ngekutsi sicongo selulwimi sitsintse ematinyo,bafundzi batawubhala umsindvo munye longundzebetinyo,,,,,,,,,,,"""i nhlamuselo ya mpfumawulo lowu twarisiwaka loko yinhla ya ririmi yi khumba meno ya le henhla 
""","xikombiso xa ririmimeno i mpfumawulo wa ""th"" eka rito ra Xinghezi ra ""theme"" kumbe ""theory"""
unisa_multilingual_linguistic_terminology_672,apico-labial,,,lwangeni longundzebembili,,,,,,ririmimilomu,,,,,,,umsindvo lophinyiswa ngekutsi lulwimi luvimbe umoya bese kunyakata tindzebe temlomo,ikhona imisindvo lebolwangeni kepha ibe ingubondzebembili etilwimini temdzabu,,,,,,,,,,,"""i nhlamuselo ya mpfumawulo lowu twarisiwaka loko ku khumbana ririmi na milomu loko munhu a vulavula 
""",ku hava xikombiso xa mpfumawulo wa ririmimilomu eka Xitsonga
unisa_multilingual_linguistic_terminology_673,approximant,,,kusondzelana,,utjhidelana,ifonetiki yophimiselo,i-aphrokhsimenti,,xikhuluki,,,,,,,indlela yekuphimisa lapho kusondzelana tiphimisi lokuyawuse kukhokha umsindvo lonekweca,kusondzelana kusebentiseka kalula emshweni,,,"Lawa matjhada aphimiseka ngokutjhaphuluka, ukuvimbeka kommoya kuncani.","Emutjhweni olandelako: USelephi, umnakwethu uyawathanda amarhugu. Igama elithi, uSelephi nelithi umnakwethu atjho into yinye.","izifundo ngendlela ezibunjwa ngayo izandi zentetho (‘ngophimiselo’) ngamalungu entetho (Crystal, 2008: 36)",ifonetiki yophimiselo oluphunyezwa ngamalungu entetho,umsindo ophinyiswa ngokuthi kungabi nokuvimbeka nokuncane komoya,umsindo oyi-aphroksimenti uphimiseka kalula,,,"""i mpfumawulo wa ririmi lowu loko wu twarisiwa nkhuluko wa moya wu nga pfaleriwiki
""",mpfumawulo wun'wana na wun'wana wa xitwari i xikhuluki
unisa_multilingual_linguistic_terminology_674,bilabial,,,Ndzebembili,,,,,,xa milomu,,,,,,,Umsindvo lokhishwa nakuhlanganiswe tindzebe temlomo,Umntfwana uyakwati kuphimisa bondzebembili,,,,,,,,,,,i xitatisi lexi twarisiwaka hi ku khumbanisa nomu wa le henhla na nomu wa le hansi,"mpfumawulo wa [m] i xitatisi xa milomu / swin'wana swikombiso: b, v, p"
unisa_multilingual_linguistic_terminology_675,calque,,,Kuhumusha ngco.,{matshingilane,,,,,khaliki,,,,,,,"Kuhumusha ligama njengoba linjalo, ulisusa kulolunye lulwimi luye kulolunye.",Lesihumusho sidzinga kuhunyuswa ligama ngeligama / Kuhumasha lokucondzile,ndi khethekanyo ṱhukhu ya tshipiḓa tsha ipfi kha thevhekano ya zwine luambo lwa amba zwone / > ḽo bva kha Tshiisimane marching in the line},,,,,,,,,,i rito kumbe xivulwahava lexi lombiwaka eka ririmi rin'wana hi ku tekelela mpfumawulo,"rito ra ""chungama"" i khaliki ya xivulwahava xa Xinghezi xa chewing gum / khaliki yi hambana na xitundziwa hikuva xitundziwa i rito leri tekisiwaka sweswi ri nga xiswona eka ririmi leri ku lombiwaka eka rona, xk: melanoma (muxaka wa kankere leyi sukelaka eseleni ya nhlonge)"
unisa_multilingual_linguistic_terminology_676,click,,,Ngwacabatfwa,,ungwaqabathwa,izishunqulelo,ungwaqabathwa,,"xintlokori eka rito ""isiXhosa"" i xintlokori}",,,,,,,""" Umsindvo lovela ngekuvuleka masisha kwemgudvu wemoya lokwenta ungene kumgudvu wemoya bese kuba nemsindvo

""",Munye ngwacabatfwa eSiswatini,,,Litjhada elakheka ngommoya oqhwarhaza ngaphakathi komlomo.,Ikulumo enye nenye ihlukaniswa ngemitjhwana eyimumetheko.,"kukuphungulwa kwezimo ezide, kuqheleke ukuba kususwe isiphelo segama (njing endaweni ka-njingalwazi), kodwa maxa wambi ibe sisiqalo, okanye isiqalo nesiphelo zozibini (Crystal, 2008:1)",u-SANC sisishunqulelo esithathe oonobumba bokuqala bamagama amane,umsindo odaleka ngokuba umoya uvaleke ezindaweni ezimbili emlonyeni phambili nasemuva uma umoya ovalelekile uvuleka umoya ongaphakathi uyehla bese kungena umoya osuka ngaphandle,ungwaqabathwa ungumsindo abanye abantu abangakwazi ukuwuphimisa,,,"""i mpfumawulo wa ririmi lowu vaka kona loko nkhuluko wa moya wu pfaleriwa hi swirho swa mbulavulo swo karhi, masuku wu pfuleriwa hi xihatla ivi wu bulukela endzeni hindlela yo ntlokola 
""",mpfumawulo wa [xh
unisa_multilingual_linguistic_terminology_677,cohesion,,,Budlelwanomagama,,ukuhlangana kwekulumo,,ukuxhumana enkulumeni,,nkhomano,,,,,,,Budlelwano bemagama  lahlukene esiceshini,Lesicephu sibhaleke kahle ngobe manyenti emagama lanebudlelwano,,,Ukusetjenziswa kwamagama ekulumeni ngendlela eyenza bonyana ikulumo ihlangane ibe nomqondo ozwakalako.,"Imitjho eyakheke ngokusetjenziswa kwamagama, imitjho neendima ngendlela efaneleko iletha ukuzwisiseka kwekulumo.",,,ukusetshenziswa kwamagama enkulumeni ngendlela enokuxhumana,ukuxhumana enkulumeni kwenziwa ngezindlela ezahlukene,,,i vuxaka bya nkhulukelano na nkhomano wa nhlamuselo exikarhi ka marito na swivulwahava swa xivulwa,"tindzimana ta xitsalwana xa wena ti fanele ku va na nkhomano / swi vula leswaku miehleketo yi fanele ku khulukelana, yi komba vuxaka"
unisa_multilingual_linguistic_terminology_678,concept,,,Umcondvo,,umqondo {EsiNdebeleni sinamagama amanengi akhiwa ngokuvanga iingcezu ezihlukileko. Isib. Igama Tjhingalanga,intsingiselo yomxholo,umqondo wegama,,nongoti,,,,,,,Umcondvo lotayelekile loshiwo ligama,Sifuna kwati umcondvo walomusho.,,,umqondo nofana ihlathululo ekhambisana negama nofana itshwayo engcondweni yomuntu. / > tjhinga + ilanga lakhiwe ngesenzo nebizo.},,"ibhekiselele kwintsingiselo esisiseko okanye engundoqo yegama okanye yentetho (Louwrens, 1994: 25)",izithethi sezichazelene ngentsingiselo yomxholo,umcabango obhekise kokuthile esimeni sempilo esiphila kuyona,umqondo wegama uhambisana nento ekhona empilweni,,,i muehleketo kumbe nhlamuselo leyi yelanisiwaka na rito ro kahi kumbe mfungho wo karhi emiehleketweni ya munhu,nongoti wa ku fana ka tinhlamuselo ta marito wa kumeka eka tindzimi hinkwato
unisa_multilingual_linguistic_terminology_679,Descriptives,,,Sichasiso,,,,,,,,,,,,,Ligama leliniketa umcondvo lowenabile ngesento noma ngesibanjalo emshweni.,Mfelani uyatsandza kusebentisa siphawulo kwedlula  tonkhe  tichasiso,,,,,,,,,,,,
unisa_multilingual_linguistic_terminology_680,diachronic,,,Ngekwemlandvo,,ukuhlunga ngokwesikhathi,,uhlaziyo lolimi olubhekise esikhathini samanje,,,,,,,,,Ithiyori yekuhlatiya lebonisa kutsi tilwimi tigucuka njani ngekuhamba kwetikhatsi.,Luhlatiyo lwetfu sitalwenta ngekulandzela ithiyori yemlandvo. / Intfutfuko yetilwimi,,,ukuhlaziya okuhlunga ilimi ngokwesikhathi sanje,"Igama elithi ikhambo, libizo elisuselwe esenzweni -khamba.",,,indlela yokuhlaziya ulimi ebheka izinto ezenzeka esikhathini samanje,uhlaziyo lolimi olubhekise esikhathini samanje luyakwazi ukuveza ukuthi ulimi luthuthuke kangakanani,,,,
unisa_multilingual_linguistic_terminology_681,diglossia,,,Idiglosiya,,idayidlhosiya,ukwahlukanisa izakhi zegama,idayiglosiya,,,,,,,,,Lulwimi lolukhulunywa kuhlanganiswe tilwimi nobe tilwimisigodzi timbili letihlalelene.,Idiglosa iyasita ekuchumaneni kulesigodzi / Kubhanca,,,malimi amabili asetjenziswa mphakathi munye,IsiNdebele sinamadalayethi ambalwa akhulunywa eSewula Afrika.,"iinxenye ezakha igama elinye kodwa zibhalwe ngokuzahlukanisa, oko kukuthi ngokuzahlukanisa njengoko kusenzeka kwiilwimi zeSesotho (Louwrens, 1994:34)",ukwahlukanisa izakhi zegama xa libhalwa,izilimi ezimbili ezikhulunywa umphakathi owodwa,abesilisa abasebasha eNingizimu Afrika basebenzisa idayiglosiya uma bekhuluma isiTsotsi nontanga yabo kuthi emakhaya bakhulume isiZulu,,,,
unisa_multilingual_linguistic_terminology_682,disyllabic,,,Lungambili,,,,,,,,,,,,,Ligama lelinemalunga lamabili,Umntfwana uyashesha kubita emagama lalungambili,,,,,,,,,,,,
unisa_multilingual_linguistic_terminology_683,ellipsis,,,Secamagama,,ukweqiwa kwamagama,esokukumbi,ukweqiwa kwamagama,,,,,,,,,Kweciwa noma kushiywa   kwemagama latsite emshweni,Umbhali wenkondlo usebentise secamagama emigceni leminyenti.,,,Nangabe igama nofana ibinzana elithileko leqiwa ekulumeni ngonobangela wokobana akhe athintwa ekulumeni.,Itjhada u-t unguputju isib. Egameni elithi itamati89,amagama akhiwa njengezichazi aquka u-mbi no-phi ubukhulu becala,esokukumbi isichazi sibandakanya u 'phi' no 'mbi',uma amagama noma amabinzana athile eqiwa enkulumeni ngenxa yokuthi ake athintwa enkulumeni noma obhalayo uyinqamule phakathi inkulumo,ukweqiwa kwamagama kuyasiza uma incane indawo obhala kuyo,,,,
unisa_multilingual_linguistic_terminology_684,euphemism,,,Inhlonipho,,ukuhlonipha,isimamva sobukhomokazi,inhlonipho,,,,,,,,,Kusebentisa emagama lemukelekako  emphakatsini.,Kubalulekile kusebentisa emagama enhlonipho nawukhuluma nalabadzala. / Kuhloniphisa,,,ikulumo ehloniphisako,Igama elithi yiphi emutjhweni olandelako Bathole yiphi ikomo ehlathini? Igama yiphi linani.,isakhi esifakelwa emva kwesibizo ukubonisa isini sobukhomokazi,isimamva sobukhomokazi ngu- 'kazi' njengakwesi sibizo 'umhlokazi',inkulumo ehloniphisayo,inhlonipho ulimi olubalulekile esizweni esihloniphayo,,,,
unisa_multilingual_linguistic_terminology_685,figurative meaning/figure of speech,,,Sinongo senkhulumo,thalutshedzo I si ya misi,,,,,ririmi ro gega,,,,,,,Ligama lelisinongo lelinemcondvo lofihlakele.,Imnandzi inkhulumo lenetinongo tenkhulumo,"ndi ipfi kana fhungo line la shumiswa fhethu ho khetheaho, line li sa vhe na thalutshedzo ya nga misi kana thalutshedzo ya ipfi lenelo nga ngoho. (Richards and Schmidt, 2010: 219); .",musidzana uyu u tou vha thase (musidzana uyu o nakesa). Vhutshiloni ri tangana na thavha dzo fhambanaho (vhutshiloni ri tangana na thaidzo dzo fhambanaho).  Musidzana ula u tou vha nowa ( musidzana ula u na vhumbulu). / thalutshedzo yo dzumbamaho,,,,,,,,,rito kumbe xivulwahava leri/lexi tirhiseriwaka ku kuma mbuyelo wo hlawuleka naswona wo ka wu nga ri na nhlamuselo ya ntolovelo kumbe ya masiku hinkwawo,ririmi ro gega ri boxa mhaka hi ku nga kongomi
unisa_multilingual_linguistic_terminology_686,glottal stop,,,Sitophu lesingumphinjeni,,,,,,,,,,,,,Umsindvo lophinyiswa  nakuvaleka umlomo wemphimbo  uvimbe umoya  lovela emaphashini bese uphuma ngekufutseka nakuvuleka umphimbo.,Emantfombatane atawubhala bomphinjeni labamastophu wodvwa. / Bomvinjwa,,,,,,,,,,,,
unisa_multilingual_linguistic_terminology_687,heretotonal homonyms,,,Bomabitwafanana,homonimi ya herathithonala,,,,,mafanapeletwa ya matwariselo yo hambana,,,,,,,"Emagama labhaleke ngalokufanako, aphindze abiteke ngalokufanako kepha abe nenshokutsi lehlukile.",Kutawentiwa luhla lwabomabitwafanana,"maipfi ane a vha na mutevhe wa mibvumo i fanaho, a dovha a vha na mutevhe wa thounu I fanaho fhedzi o fhambana zwine a amba zwone (Louwrens, 1994: 75)",thanga= Makhulu vho tavha thanga tsimuni. Makhadzi vha dzulela u lwala thanga. Ntanganedzeni ndi thanga ya Mashudu. / maipfi o fhambanaho thalutshedzo,,,,,,,,,marito lama ma nga na patironi yo fana ya mpfumawulo,mafanapeletwa ya matwariselo yo hambana i marito lama ma tlhelaka ma va na mpfumawulo wun'we wa matwariselo kambe ma hambana hi nhlamuselo
unisa_multilingual_linguistic_terminology_688,hyperbole,,,Sihabiso,,irhwala,,ihaba,,,,,,,,,Ligama lelichaza intfo ngalokwengcile.,Bantfu labenemanga batingcwethi tekusebentisa sihabiso,,,ikulumo eyenza into ibe yikulu kunalokho engikho,Abantwana bahlala bakhuthazwa bona bafunde ngokuzimisela ngombana ifundo isilodlhelo sayo yoke iminyango,,,inkulumo eyenza into ibe nkulu kunalokho eyikho,ihaba liyatholakala ezinkondlweni,,,,
unisa_multilingual_linguistic_terminology_689,idiolect,,,Lulwimi ngayedvwa.,,indlela yokukhuluma yomuntu,ubunini obusisigxina,ulimi lomuntu yedwa,,,,,,,,,Indlela yelulwimi lwemuntfu ngamunye njengobe luvakala nakakhuluma .,Nibolalelisisa nakhuluma unelulwimi lwakhe yedvwa.,,,Indlela yomuntu othileko yokukhuluma ehlukileko kileyo ejayelekilako.,Sisetjenziswa nesisasenzo u-thi.                      (i) Inyoni seyathi phuru sathuka soke. Igama elithi phuru lisisenzukuthi.                  (ii) Zimagama alingisa amatjhada                     Sengezwa phokgho kuphuka isigodo.,"Crystal, 2008: 239 / <ukuba oko komnini kubonwa njengokubudlelwane besigxina okanye obuyimfuneko kumnini, ubudlelwane obo kuthiwa abuvumelekanga ukususwa kumnini, umzekelo, intloko yenja, iziko ledolophu), kungenjalo kuvumelekile ukususa kwako >","kwibinzana lamagama elithi: 'intloko yenja', inja inobunini obusisigxina bentloko",indlela yokukhuluma yomuntu ngayedwana,ulimi lomuntu yedwa lutholakala kuwo wonke umuntu,,,,
unisa_multilingual_linguistic_terminology_690,implosive,,,Mabibita,,umabubula,isivumelanisi sesikhankanyi esiyintloko,umbibithwa,,,,,,,,,Ngungwaca lophinyiswa ngekudvonsa umoya bese uchumela ngekhatsi.,Kulula kulala nawubita bongwaca labomabibita.,,,Lelilitjhada elithi lokha naliphinyiswako ummoya uphume ngokububula,Igama elithi umbono libizonto,Isibizo esiyintloko kuhlobo lokukhankanya siba nesivumelanisi,u- 'ku' ku-kulungile sisivumelanisi sesikhankanyi esiyintloko: 'Ukufunda ngexesha kulungile',umsindo othi lapho uphinyiswa umoya ungene phakathi emlonyeni,umbibithwa umsindo ongajwayelekile,,,,
unisa_multilingual_linguistic_terminology_691,manner of articulation,,,Indlela yekuphimisa,Ndila ya mubulo,indlela yokuphuma kommoya,amagama anesakhi esinye jwi,indlela yokuphuma komoya,,,,,,,,,Indlela imisindvo iphinyiswa ngayo timphimisi letehlukene.,Lowo nalowomsindvo unendlela lophinyiswa ngayo kutilwimi letahlukene.,Ndila ine mibvumo ya mbuliswa zwone nga zwipida zwa mubulo,"(fh) , (k) , (s) ,",Indlela ummoya osetjenziswa ngayo lokha nakuphinyiswa amatjhada nalokha nawuphumako ukusuka emaphatjhini,Umutjho okwazi ukuzijamela unikele umqondo opheleleko njengalo: Izulu elidumako liyathusa.,amagama anesakhi esinye jwi,amagama anesakhi esinye aba mafutshane njengesifanekisozwi esingu-krwe xa kusithiwa: igazi libomvu krwe,indlela umoya  ophuma ngayo uma usuka emaphashini,indlela yokuphuma komoya ingachazwa ngezindlela eziningi,,,,
unisa_multilingual_linguistic_terminology_692,pharyngeasl sounds,,,Bomphinjeni,Mubvumo wa farinzhella,,,,,,,,,,,,Umsindvo lophinyiswa ngelimuva lwelulwimi nemphimbo.,Thishela ufuna sbhale imisindvo lekhishwa ngemphimbo.,Mubvumo wa farinzhella.,,,,,,,,,,,
unisa_multilingual_linguistic_terminology_693,phones,,,Imisindvo,Dzifounu,,,,,,,,,,,,Imisindvo leyahlukahlukene yelulwimi.,Emagama akhiwa kahle ngemisindvo letsite yelulwimi.,Mubvumo munwe na munwe une wa bvelela kha muambo.,"s, z,b,l,t,nz.",,,,,,,,,,
unisa_multilingual_linguistic_terminology_694,phrase structure grammar,,,Luhlobo lwemisho,Ngudo ya mafhungo,,igama elinezakhi ezininzi,igrama echazwa ngamaqoqo akha umusho,,vuvulavuri bya xivumbeko xa xivulwahava,,,,,,,Luhlelo lwelulwimi loluhlatiya kwakheka kwemisho elwimini.,Lomusho utawuhlatiywa ngekulandzela luhlelo lwemusho lwelulimi.,Girama ine ya sengulusa tshivhumbeo tsha mafhungo o fhambanaho kha luambo.,,,,"igama elinezakhi ezingaphezu kwesakhi esinye (Crystal, 2008: 313)",igama lesiXhosa kuqheleke ukuba libe nezakhi ezininzi,indlela yokuchaza umusho ngamaqoqo atholakala kuwo,umusho ngokwePhrase Structure Grammar uchazwa kanje S → NP + VP ; VP → VP  + NP; NP → Det + N,,,vuvulavuri lebyi xopaxopaka xivumbeko xa tinxaka ta swivulwa to hambanahambana eka ririmi,vuvulavuri bya xivumbeko xa xivulwahava byi angarhela ntlhantlho wa swivulwa hi xikongomelo xo humesela erivaleni mavumbekelo ya swona
unisa_multilingual_linguistic_terminology_695,plosiveness,,,Kudubuleka kwemsindvo,,,,,,,,,,,,,Indlela yekuphimisa lapho imisindvo iphinyiswa idubuleka .,Yonkhe lemisindvo lengenhla yakheke ngekudubuleka kwemsindvo.,,,,,,,,,,,,
unisa_multilingual_linguistic_terminology_696,questions,,,Imibuto,Mbudzso,,,,,,,,,,,,Noma nguyiphi inkhulumo ledzinga imphenvulo lebuya kulolalele.,umbuto wekucala bewuphendvuleka kahle.,"U amba ho livhaho muthetshelesi/muvhali ha toda mbuno, muhumbulo,zwine wa tenda khazwo, nz.",Ni do da lini?,,,,,,,,,,
